kid,billable_serv_id,service_addr,type,rate_code,bill_date,consumpsum
432942,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
432942,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
432955,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
432955,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
432967,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
432967,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
432979,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
432979,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
432981,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
432981,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
432993,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
432993,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
433007,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
433007,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
433019,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
433019,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
433021,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
433021,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
433033,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
433033,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
433045,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
433045,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
433058,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
433058,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
433060,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
433060,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
433072,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
433072,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
433084,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
433084,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
433096,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
433096,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
433108,105593,665 COOK RD KELOWNA,W,596,2013-01-26,9950
433108,105594,665 COOK RD KELOWNA,W,596,2013-01-26,26950
433173,116247,1761 PANDOSY ST  HOUSE KELOWNA,W,581,2013-01-26,1728
433223,124856,281 KNIGHTSBRIDGE WAY KELOWNA,W,555,2013-01-16,322
433235,125255,296 RIO DR S KELOWNA,W,555,2013-01-16,296
433247,125115,292 RIO DR S KELOWNA,W,555,2013-01-16,289
433250,119113,288 RIO DR S KELOWNA,W,555,2013-01-16,302
433262,166933,291 RIO DR S KELOWNA,W,555,2013-01-16,825
433274,166935,295 RIO DR S KELOWNA,W,555,2013-01-16,258
433298,102800,795 BIRCH AVE KELOWNA,W,590,2013-01-16,287
433298,102802,797 BIRCH AVE KELOWNA,W,590,2013-01-16,346
433300,101508,2288 BENVOULIN RD KELOWNA,W,584,2013-01-06,745
433300,101509,2288 BENVOULIN RD KELOWNA,W,588,2013-01-06,4895
433375,179430,3019 LEADER RD KELOWNA,W,555,2013-01-16,397
433449,114526,436 MCCARREN AVE KELOWNA,W,555,2013-01-16,411
433452,114525,434 MCCARREN AVE KELOWNA,W,555,2013-01-16,367
433464,114524,432 MCCARREN AVE KELOWNA,W,555,2013-01-16,420
433476,114523,430 MCCARREN AVE KELOWNA,W,555,2013-01-16,278
433488,124763,428 MCCARREN AVE KELOWNA,W,555,2013-01-16,422
433490,125434,426 MCCARREN AVE KELOWNA,W,555,2013-01-16,197
433502,124843,424 MCCARREN AVE KELOWNA,W,555,2013-01-16,441
433514,114522,422 MCCARREN AVE KELOWNA,W,555,2013-01-16,477
433526,125067,420 MCCARREN AVE KELOWNA,W,555,2013-01-16,416
433538,114521,418 MCCARREN AVE KELOWNA,W,555,2013-01-16,345
433577,117389,809 PATTERSON AVE KELOWNA,W,590,2013-01-16,377
433577,117393,811 PATTERSON AVE KELOWNA,W,590,2013-01-16,244
433589,105639,736 COOPLAND CRES KELOWNA,W,590,2013-01-16,153
433589,105641,738 COOPLAND CRES KELOWNA,W,590,2013-01-16,254
433742,108316,1054 GLENMORE DR KELOWNA,W,555,2013-01-06,90
433755,107539,2493 ETHEL ST KELOWNA,W,590,2013-01-26,489
433755,115113,920 MORRISON AVE KELOWNA,W,590,2013-01-26,589
433779,124895,832 RAYMER RD KELOWNA,W,555,2013-01-26,192
433781,118111,834 RAYMER RD KELOWNA,W,555,2013-01-26,467
433817,110544,1393 HIGHLAND DR S KELOWNA,W,590,2013-01-06,152
433817,110548,1395 HIGHLAND DR S KELOWNA,W,590,2013-01-06,372
433831,123587,1223 WATER ST KELOWNA,W,605,2013-01-06,2995
433831,123588,1223 WATER ST KELOWNA,W,608,2013-01-06,8623
433831,123589,1223 WATER ST KELOWNA,W,604,2013-01-06,550
433831,123590,1223 WATER ST KELOWNA,W,608,2013-01-06,1618
433932,165978,2305 ENTERPRISE WAY KELOWNA,W,601,2013-01-06,454
433932,165979,2305 ENTERPRISE WAY KELOWNA,W,602,2013-01-06,778
433944,110872,2320 HWY 97 N KELOWNA,W,600,2013-01-06,291
433957,123874,777 WESTPOINT DR KELOWNA,W,555,2013-01-26,645
433969,123872,771 WESTPOINT DR KELOWNA,W,555,2013-01-26,2085
433971,110722,4289 HOBSON RD KELOWNA,W,555,2013-01-26,885
433983,110724,4295 HOBSON RD KELOWNA,W,555,2013-01-26,680
433995,105165,5271 CHUTE LAKE RD KELOWNA,W,555,2013-01-16,155
434009,125150,446 TRUMPETER RD KELOWNA,W,555,2013-01-16,615
434011,166872,444 TRUMPETER RD KELOWNA,W,555,2013-01-16,678
434023,115960,1371 ORCHARD DR KELOWNA,W,590,2013-01-06,159
434023,115963,1373 ORCHARD DR KELOWNA,W,590,2013-01-06,532
434035,114510,1370 MCBRIDE RD KELOWNA,W,555,2013-01-26,335
434047,114509,1368 MCBRIDE RD KELOWNA,W,555,2013-01-26,416
434098,113177,1610 LEASIDE AVE KELOWNA,W,590,2013-01-06,110
434098,113179,1614 LEASIDE AVE KELOWNA,W,590,2013-01-06,381
434100,125070,5272 ALLENBY LANE KELOWNA,W,555,2013-01-16,254
434112,125271,5276 ALLENBY LANE KELOWNA,W,555,2013-01-16,242
434124,124915,5280 ALLENBY LANE KELOWNA,W,555,2013-01-16,202
434136,125147,5284 ALLENBY LANE KELOWNA,W,555,2013-01-16,195
434148,124972,5288 ALLENBY LANE KELOWNA,W,555,2013-01-16,261
434151,125404,5292 ALLENBY LANE KELOWNA,W,555,2013-01-16,179
434163,125418,5296 ALLENBY LANE KELOWNA,W,555,2013-01-16,472
434175,124898,5291 TIMBLE LANE KELOWNA,W,555,2013-01-16,495
434187,125225,5295 TIMBLE LANE KELOWNA,W,555,2013-01-16,211
434199,125079,5299 TIMBLE LANE KELOWNA,W,555,2013-01-16,152
434201,122522,5303 TIMBLE LANE KELOWNA,W,555,2013-01-16,136
434213,125216,5307 TIMBLE LANE KELOWNA,W,555,2013-01-16,278
434225,125234,5311 TIMBLE LANE KELOWNA,W,555,2013-01-16,384
434237,125260,5315 TIMBLE LANE KELOWNA,W,555,2013-01-16,584
434252,124922,1494 HARDY ST KELOWNA,W,603,2013-01-06,2530
434264,109737,1495 HARDY ST  Yards KELOWNA,W,603,2013-01-06,2650
434264,109738,1495 HARDY ST  Yards KELOWNA,W,604,2013-01-06,2500
434276,125374,1111 HAMMER CRT KELOWNA,W,555,2013-01-26,256
434288,167239,1115 HAMMER CRT KELOWNA,W,555,2013-01-26,411
434290,167901,1119 HAMMER CRT KELOWNA,W,555,2013-01-26,511
434302,167905,1123 HAMMER CRT KELOWNA,W,555,2013-01-26,511
434314,167925,1120 HAMMER CRT KELOWNA,W,555,2013-01-26,627
434326,168123,1116 HAMMER CRT KELOWNA,W,555,2013-01-26,440
434338,125013,1112 HAMMER CRT KELOWNA,W,555,2013-01-26,588
434480,114106,814 MANHATTAN DR KELOWNA,W,555,2013-01-06,336
435293,105134,5173 CHUTE LAKE CRES KELOWNA,W,590,2013-01-16,153
435293,124814,5175 CHUTE LAKE CRES KELOWNA,W,590,2013-01-16,354
435329,124950,412 QUILCHENA DR KELOWNA,W,555,2013-01-16,582
435331,167058,414 QUILCHENA DR KELOWNA,W,555,2013-01-16,615
435343,125614,416 QUILCHENA DR KELOWNA,W,555,2013-01-16,461
435356,125210,418 QUILCHENA DR KELOWNA,W,555,2013-01-16,374
435368,125411,420 QUILCHENA DR KELOWNA,W,555,2013-01-16,556
435370,125163,422 QUILCHENA DR KELOWNA,W,555,2013-01-16,557
435382,125043,424 QUILCHENA DR KELOWNA,W,555,2013-01-16,397
435394,125104,426 QUILCHENA DR KELOWNA,W,555,2013-01-16,390
435406,125483,428 QUILCHENA DR KELOWNA,W,555,2013-01-16,403
435418,125328,430 QUILCHENA DR KELOWNA,W,555,2013-01-16,413
435420,125398,432 QUILCHENA DR KELOWNA,W,555,2013-01-16,298
435432,125490,434 QUILCHENA DR KELOWNA,W,555,2013-01-16,722
435444,125452,435 QUILCHENA DR KELOWNA,W,555,2013-01-16,365
435457,125086,433 QUILCHENA DR KELOWNA,W,555,2013-01-16,822
435469,125468,431 QUILCHENA DR KELOWNA,W,555,2013-01-16,628
435495,103169,1986 BOWES ST KELOWNA,W,580,2013-01-26,91
435495,103170,1986 BOWES ST KELOWNA,W,588,2013-01-26,4250
435495,103171,1986 BOWES ST KELOWNA,W,583,2013-01-26,2920
435519,107186,1189 ETHEL ST KELOWNA,W,600,2013-01-16,18
435685,123673,1831 WATER ST KELOWNA,W,602,2013-01-16,655
435697,106454,1875 DILWORTH DR KELOWNA,W,549,2013-01-06,7441
435709,110208,352 HERBERT HEIGHTS RD KELOWNA,W,555,2013-01-26,139
435711,110210,360 HERBERT HEIGHTS RD KELOWNA,W,555,2013-01-26,234
435735,183140,353 HERBERT HEIGHTS RD KELOWNA,W,557,2013-01-26,240
435774,116943,2900 PANDOSY ST  HOUSE KELOWNA,W,603,2013-01-26,1766
435812,166824,402 TULAMEEN RD KELOWNA,W,555,2013-01-16,408
435824,166828,404 TULAMEEN RD KELOWNA,W,555,2013-01-16,761
435836,182710,406 TULAMEEN RD KELOWNA,W,555,2013-01-16,1017
435848,125631,408 TULAMEEN RD KELOWNA,W,555,2013-01-16,359
435851,124779,410 TULAMEEN RD KELOWNA,W,555,2013-01-16,485
435863,125414,412 TULAMEEN RD KELOWNA,W,555,2013-01-16,598
435875,124855,414 TULAMEEN RD KELOWNA,W,555,2013-01-16,690
435887,125144,416 TULAMEEN RD KELOWNA,W,555,2013-01-16,844
435899,125153,418 TULAMEEN RD KELOWNA,W,555,2013-01-16,513
435901,125311,420 TULAMEEN RD KELOWNA,W,555,2013-01-16,434
435913,125393,422 TULAMEEN RD KELOWNA,W,555,2013-01-16,300
435925,166834,424 TULAMEEN RD KELOWNA,W,555,2013-01-16,515
435937,166838,426 TULAMEEN RD KELOWNA,W,555,2013-01-16,919
435949,125497,428 TULAMEEN RD KELOWNA,W,555,2013-01-16,335
435952,166842,430 TULAMEEN RD KELOWNA,W,555,2013-01-16,273
435964,165968,432 TULAMEEN RD KELOWNA,W,555,2013-01-16,465
435990,124934,2300 SILVER PL KELOWNA,W,593,2013-01-06,4840
435990,186104,2300 SILVER PL KELOWNA,W,599,2013-11-06,0
436079,124622,614 MCCLURE RD KELOWNA,W,555,2013-01-26,525
436081,125136,620 MCCLURE RD KELOWNA,W,555,2013-01-26,254
436093,114546,624 MCCLURE RD KELOWNA,W,555,2013-01-26,260
436143,125479,370 BRAELOCH RD KELOWNA,W,557,2013-01-16,261
436156,169617,5115 CEDAR CREEK CRT KELOWNA,W,555,2013-01-16,730
436232,125447,4636 GORDON DR KELOWNA,W,555,2013-01-26,450
436244,134058,4634 GORDON DR KELOWNA,W,555,2013-01-26,233
436257,125353,4632 GORDON DR KELOWNA,W,555,2013-01-26,484
436345,120138,704 SCHAFER RD KELOWNA,W,555,2013-01-26,458
436345,120140,710 SCHAFER RD KELOWNA,W,555,2013-01-26,367
436358,124933,712 SCHAFER RD KELOWNA,W,555,2013-01-26,453
437552,103609,273 BURNE AVE KELOWNA,W,555,2013-01-26,203
437564,110233,1105 HIGH RD KELOWNA,W,590,2013-01-06,334
437564,124809,1107 HIGH RD KELOWNA,W,590,2013-01-06,270
437576,109415,1446 GRAHAM ST  1448 KELOWNA,W,590,2013-01-16,318
437576,109417,1446 GRAHAM ST  1448 KELOWNA,W,590,2013-01-16,285
437602,123734,1020 WEDDELL PL KELOWNA,W,600,2013-01-16,28
437602,123735,1020 WEDDELL PL KELOWNA,W,602,2013-01-16,12
437602,140280,1020 WEDDELL PL KELOWNA,W,670,2013-01-16,0
437602,140281,1130 WEDDELL PL KELOWNA,W,670,2013-01-16,0
437626,105040,461 CHRISTLETON AVE KELOWNA,W,590,2013-01-26,271
437626,105044,463 CHRISTLETON AVE KELOWNA,W,590,2013-01-26,235
437638,106984,1633 ELLIS ST KELOWNA,W,603,2013-01-16,2590
437893,112441,962 LAURIER AVE KELOWNA,W,557,2013-01-06,2126
437905,125019,964 LAURIER AVE KELOWNA,W,557,2013-01-06,1611
437929,112117,4190 LAKESHORE RD KELOWNA,W,592,2013-01-26,1759
437929,179763,4190 LAKESHORE RD KELOWNA,W,590,2013-01-26,216
437931,112117,4190 LAKESHORE RD KELOWNA,W,592,2013-01-26,1759
437931,179763,4190 LAKESHORE RD KELOWNA,W,590,2013-01-26,216
437943,112117,4190 LAKESHORE RD KELOWNA,W,592,2013-01-26,1759
437943,179763,4190 LAKESHORE RD KELOWNA,W,590,2013-01-26,216
437956,112117,4190 LAKESHORE RD KELOWNA,W,592,2013-01-26,1759
437956,179763,4190 LAKESHORE RD KELOWNA,W,590,2013-01-26,216
437968,112117,4190 LAKESHORE RD KELOWNA,W,592,2013-01-26,1759
437968,179763,4190 LAKESHORE RD KELOWNA,W,590,2013-01-26,216
437970,112117,4190 LAKESHORE RD KELOWNA,W,592,2013-01-26,1759
437970,179763,4190 LAKESHORE RD KELOWNA,W,590,2013-01-26,216
437982,112117,4190 LAKESHORE RD KELOWNA,W,592,2013-01-26,1759
437982,179763,4190 LAKESHORE RD KELOWNA,W,590,2013-01-26,216
438010,125549,4541 GORDON DR KELOWNA,W,555,2013-01-26,370
438022,125125,4536 HORAK RD KELOWNA,W,555,2013-01-26,267
438034,125224,4538 HORAK RD KELOWNA,W,555,2013-01-26,419
438046,109331,4543 GORDON DR KELOWNA,W,555,2013-01-26,226
438085,125527,2238 WILKINSON ST KELOWNA,W,555,2013-01-26,471
438097,124005,2240 WILKINSON ST KELOWNA,W,555,2013-01-26,550
438111,125286,787 TORRS CRT KELOWNA,W,555,2013-01-26,344
438123,125199,783 TORRS CRT KELOWNA,W,555,2013-01-26,232
438212,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438212,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438224,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438224,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438236,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438236,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438248,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438248,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438251,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438251,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438263,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438263,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438275,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438275,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438287,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438287,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438299,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438299,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438301,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438301,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438313,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438313,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438325,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438325,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438337,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438337,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438349,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438349,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438352,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438352,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438364,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438364,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438376,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438376,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438388,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438388,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438390,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438390,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438402,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438402,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438414,124917,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,1695
438414,124918,1330 RIDGEWAY DR KELOWNA,W,593,2013-01-06,5105
438440,108887,1367 GORDON DR KELOWNA,W,590,2013-01-06,282
438440,108889,1371 GORDON DR KELOWNA,W,590,2013-01-06,349
438453,109028,1799 GORDON DR KELOWNA,W,600,2013-01-06,2505
438453,109830,1141 HARVEY AVE KELOWNA,W,600,2013-01-06,172
438465,109015,1729 GORDON DR  1749 KELOWNA,W,602,2013-01-06,5879
438465,109016,1729 GORDON DR  1749 KELOWNA,W,603,2013-01-06,140
438465,109831,1171 HARVEY AVE KELOWNA,W,608,2013-01-06,27819
438465,109832,1171 HARVEY AVE KELOWNA,W,601,2013-01-06,2
438465,109833,1171 HARVEY AVE KELOWNA,W,601,2013-01-06,6377
438465,109834,1171 HARVEY AVE KELOWNA,W,605,2013-01-06,1795
438465,109835,1171 HARVEY AVE KELOWNA,W,602,2013-01-06,2991
438465,109836,1171 HARVEY AVE KELOWNA,W,602,2013-01-06,292
438465,134346,1171 HARVEY AVE KELOWNA,W,670,2013-01-06,0
438465,171332,1171 HARVEY AVE KELOWNA,W,603,2013-01-06,5101
438477,125473,1755 CAPRI ST KELOWNA,W,602,2013-01-06,8887
438820,117709,370 POPLAR POINT DR KELOWNA,W,555,2013-01-26,966
438832,167317,366 POPLAR POINT DR KELOWNA,W,555,2013-01-26,408
438844,125528,362 POPLAR POINT DR KELOWNA,W,555,2013-01-26,486
438857,108801,1056 GORDON DR KELOWNA,W,603,2013-01-16,1160
438857,108802,1056 GORDON DR KELOWNA,W,608,2013-01-16,1230
438857,108803,1056 GORDON DR KELOWNA,W,601,2013-01-16,1551
438933,124115,1196 WILSON AVE KELOWNA,W,590,2013-01-06,212
438933,167520,1192 WILSON AVE KELOWNA,W,590,2013-01-06,209
439087,123245,1423 VINELAND ST KELOWNA,W,600,2013-01-06,991
439113,183278,320 ADAMS RD KELOWNA,W,601,2013-01-06,0
439137,125397,547 METCALFE AVE KELOWNA,W,555,2013-01-26,598
439149,125475,543 METCALFE AVE KELOWNA,W,555,2013-01-26,584
439152,167382,539 METCALFE AVE KELOWNA,W,555,2013-01-26,418
439164,125519,535 METCALFE AVE KELOWNA,W,555,2013-01-26,574
439176,167380,531 METCALFE AVE KELOWNA,W,555,2013-01-26,906
439188,125484,546 METCALFE AVE KELOWNA,W,555,2013-01-26,420
439190,125408,4355 LYSONS CRES KELOWNA,W,555,2013-01-26,591
439202,125405,4351 LYSONS CRES KELOWNA,W,555,2013-01-26,382
439214,125449,4347 LYSONS CRES KELOWNA,W,555,2013-01-26,482
439226,125462,532 METCALFE AVE KELOWNA,W,555,2013-01-26,641
439238,125349,4356 LYSONS CRES KELOWNA,W,555,2013-01-26,517
439240,125346,4352 LYSONS CRES KELOWNA,W,555,2013-01-26,408
439253,125230,4348 LYSONS CRES KELOWNA,W,555,2013-01-26,679
439479,166844,431 TULAMEEN RD KELOWNA,W,555,2013-01-16,477
439481,166840,429 TULAMEEN RD KELOWNA,W,555,2013-01-16,452
439493,125551,427 TULAMEEN RD KELOWNA,W,555,2013-01-16,439
439505,166836,425 TULAMEEN RD KELOWNA,W,555,2013-01-16,362
439517,166832,423 TULAMEEN RD KELOWNA,W,555,2013-01-16,318
439529,125364,421 TULAMEEN RD KELOWNA,W,555,2013-01-16,480
439531,125365,419 TULAMEEN RD KELOWNA,W,555,2013-01-16,257
439543,125424,417 TULAMEEN RD KELOWNA,W,555,2013-01-16,374
439556,125401,415 TULAMEEN RD KELOWNA,W,555,2013-01-16,521
439568,125192,413 TULAMEEN RD KELOWNA,W,555,2013-01-16,520
439570,125239,411 TULAMEEN RD KELOWNA,W,555,2013-01-16,602
439594,125422,822 RAYMER RD KELOWNA,W,555,2013-01-26,801
439606,118108,824 RAYMER RD KELOWNA,W,555,2013-01-26,171
439683,170602,8955 JIM BAILEY CRES KELOWNA,W,665,2013-11-06,6315
439721,175660,8826 JIM BAILEY CRES KELOWNA,W,664,2013-01-06,1084
439733,182471,8717 JIM BAILEY CRES KELOWNA,W,661,2013-11-06,4
439772,125285,770 BARNABY RD KELOWNA,W,555,2013-01-16,675
439784,101115,774 BARNABY RD KELOWNA,W,555,2013-01-16,507
439859,165810,57 CARAMILLO RD KELOWNA,W,555,2013-01-06,560
439861,104262,55 CARAMILLO RD KELOWNA,W,555,2013-01-06,573
450116,125251,2000 ENTERPRISE WAY KELOWNA,W,602,2013-01-06,1665
450116,125252,2000 ENTERPRISE WAY KELOWNA,W,600,2013-01-06,0
450256,125615,379 UPLANDS CRT KELOWNA,W,555,2013-01-16,509
471108,110006,715 HARVEY AVE KELOWNA,W,600,2013-01-06,385
471108,110007,715 HARVEY AVE KELOWNA,W,602,2013-01-06,4912
471122,123729,3254 WATT RD KELOWNA,W,555,2013-01-26,4267
471134,125406,3264 WATT RD KELOWNA,W,555,2013-01-26,749
475766,110713,4244 HOBSON RD KELOWNA,W,557,2013-01-26,1389
532538,125380,1079 RAYMER AVE  KSS KELOWNA,W,602,2013-01-16,2220
532538,125381,1079 RAYMER AVE  KSS KELOWNA,W,608,2013-01-16,3527
532538,125382,1079 RAYMER AVE  KSS KELOWNA,W,604,2013-01-16,4615
532538,185703,1079 RAYMER AVE  KSS KELOWNA,W,604,2013-01-16,885
532540,111651,1000 KLO RD  W & E KELOWNA,W,608,2013-01-16,7878
532540,111652,1000 KLO RD  W & E KELOWNA,W,604,2013-01-16,895
532540,111653,1000 KLO RD  W & E KELOWNA,W,603,2013-01-16,5480
532540,111654,1000 KLO RD  W & E KELOWNA,W,606,2013-01-16,10150
532540,111655,1000 KLO RD  W & E KELOWNA,W,601,2013-01-16,0
532540,111656,1000 KLO RD  W & E KELOWNA,W,608,2013-01-16,2497
532540,111657,1000 KLO RD  W & E KELOWNA,W,603,2013-01-16,840
532540,111658,1000 KLO RD  W & E KELOWNA,W,608,2013-01-16,1192
532540,111659,1000 KLO RD KELOWNA,W,602,2013-01-16,610
532540,111660,1000 KLO RD KELOWNA,W,602,2013-01-16,1038
532540,135037,1000 KLO RD  W & E KELOWNA,W,670,2013-01-16,0
532540,135038,1000 KLO RD KELOWNA,W,670,2013-01-16,0
552973,103606,887 BULLOCK RD KELOWNA,W,555,2013-01-26,597
552985,107926,4623 FREDERICK RD KELOWNA,W,555,2013-01-26,880
552997,125415,405 COLLETT RD KELOWNA,W,555,2013-01-26,507
553001,105514,409 COLLETT RD KELOWNA,W,555,2013-01-26,580
553126,184127,4444 BELMONT RD KELOWNA,W,695,2013-01-26,2001
554508,112212,5059 LAKESHORE RD KELOWNA,W,555,2013-01-16,743
554510,166874,5063 LAKESHORE RD KELOWNA,W,555,2013-01-16,135
554522,170465,5067 LAKESHORE RD KELOWNA,W,555,2013-01-16,446
554534,125596,5069 LAKESHORE RD KELOWNA,W,555,2013-01-16,390
555160,125451,765 COPELAND PL  MAIN KELOWNA,W,555,2013-01-26,447
555172,125454,767 COPELAND PL  B KELOWNA,W,555,2013-01-26,295
555184,167536,1140 WILSON AVE  WTR KELOWNA,W,555,2013-01-06,538
555196,117479,1316 PHEASANT ST KELOWNA,W,555,2013-01-06,202
555208,166820,393 PROVIDENCE AVE KELOWNA,W,555,2013-01-16,356
555210,125576,395 PROVIDENCE AVE KELOWNA,W,555,2013-01-16,665
555222,125642,397 PROVIDENCE AVE KELOWNA,W,555,2013-01-16,437
555234,125578,398 MCCARREN AVE KELOWNA,W,555,2013-01-16,212
555246,125555,396 MCCARREN AVE KELOWNA,W,555,2013-01-16,469
555259,125323,394 MCCARREN AVE KELOWNA,W,555,2013-01-16,465
555261,125523,392 MCCARREN AVE KELOWNA,W,555,2013-01-16,239
555273,125284,388 MCCARREN AVE KELOWNA,W,555,2013-01-16,424
555487,165687,1091 CHILCOTIN CRES KELOWNA,W,555,2013-01-06,451
555499,125556,1095 CHILCOTIN CRES KELOWNA,W,555,2013-01-06,409
555501,125594,1099 CHILCOTIN CRT KELOWNA,W,555,2013-01-06,320
555513,125417,1103 CHILCOTIN CRT KELOWNA,W,555,2013-01-06,189
555525,125320,1107 CHILCOTIN CRT KELOWNA,W,555,2013-01-06,394
555537,125533,1111 CHILCOTIN CRT KELOWNA,W,555,2013-01-06,521
555549,125607,1115 CHILCOTIN CRT KELOWNA,W,555,2013-01-06,340
555552,125575,1119 CHILCOTIN CRT KELOWNA,W,555,2013-01-06,260
555564,165757,1123 CHILCOTIN CRT KELOWNA,W,555,2013-01-06,442
555576,125573,1127 CHILCOTIN CRT KELOWNA,W,555,2013-01-06,644
555588,165753,1118 CHILCOTIN CRT KELOWNA,W,555,2013-01-06,470
555590,125539,1114 CHILCOTIN CRT KELOWNA,W,555,2013-01-06,463
555602,125535,1110 CHILCOTIN CRT KELOWNA,W,555,2013-01-06,331
555614,125489,2213 CHILCOTIN CRES KELOWNA,W,555,2013-01-06,542
555626,125366,2209 CHILCOTIN CRES KELOWNA,W,555,2013-01-06,570
555638,125564,2205 CHILCOTIN CRES KELOWNA,W,555,2013-01-06,406
555640,125403,2197 CHILCOTIN CRES KELOWNA,W,555,2013-01-06,334
555653,125361,2193 CHILCOTIN CRES KELOWNA,W,555,2013-01-06,344
555665,125592,2189 CHILCOTIN CRES KELOWNA,W,555,2013-01-06,344
555677,125427,2185 CHILCOTIN CRES KELOWNA,W,555,2013-01-06,235
555689,125385,2181 CHILCOTIN CRES KELOWNA,W,555,2013-01-06,291
555691,125345,2177 CHILCOTIN CRES KELOWNA,W,555,2013-01-06,266
555703,125391,2176 CHILCOTIN CRES KELOWNA,W,555,2013-01-06,713
